ID Cliente;Churn;Genero;Cidadao Idoso; Possui Parceiro(a);Dependentes;Tempo Permanencia;Servico Telefone;Multiplas linhas;Servico Internet;Seguranca Online;Backup Online;Protecao Dispositivo;Suporte Tecnico;Streaming TV;Streaming Filmes;Contrato;Fatura Online;Metodo Pagamento;Gasto Diario;Gasto Mensal;Gasto Total
7996-BPXHY;Nao;Feminino;Nao;Sim;Sim;13;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Sim;Transferencia bancaria;0.83;25.0;332.5
7996-MHXLW;Nao;Feminino;Nao;Nao;Nao;66;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Sim;Cartao de credito (automatico);0.84;25.15;1683.6
7997-EASSD;Nao;Feminino;Nao;Sim;Nao;63;Sim;Sim;Fibra otica;Nao;Nao;Nao;Sim;Nao;Nao;Um ano;Sim;Cartao de credito (automatico);2.71;81.2;4965.1
7998-WNZEM;Nao;Masculino;Nao;Nao;Nao;71;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Nao;Sim;Dois anos;Nao;Transferencia bancaria;2.69;80.6;5708.2
7998-ZLXWN;Nao;Feminino;Nao;Sim;Nao;15;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cartao de credito (automatico);0.68;20.45;330.8
8000-REIQB;Sim;Feminino;Sim;Nao;Nao;1;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.33;69.95;69.95
8003-EWNDZ;Nao;Feminino;Nao;Nao;Nao;10;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Sim;Cheque Eletronico;0.71;21.2;222.65
8006-PYCSW;Nao;Feminino;Nao;Nao;Nao;2;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cheque;0.67;20.1;39.8
8007-YYPWD;Nao;Feminino;Nao;Nao;Nao;15;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Transferencia bancaria;0.84;25.05;369.1
8008-ESFLK;Nao;Feminino;Nao;Sim;Nao;53;Sim;Nao;Fibra otica;Sim;Sim;Sim;Sim;Sim;Sim;Um ano;Nao;Cheque Eletronico;3.68;110.5;5835.5
8008-HAWED;Sim;Masculino;Nao;Nao;Nao;14;Nao;Sem servico de telefone;DSL;Nao;Nao;Sim;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;1.69;50.75;712.75
8008-OTEZX;Nao;Feminino;Nao;Sim;Sim;35;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Nao;Cheque;0.65;19.65;708.8
8010-EZLOU;Sim;Masculino;Sim;Nao;Nao;15;Sim;Sim;Fibra otica;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.67;80.2;1217.25
8012-SOUDQ;Nao;Feminino;Sim;Nao;Nao;43;Sim;Sim;Fibra otica;Nao;Sim;Nao;Nao;Sim;Nao;Mensal;Sim;Cheque Eletronico;3.01;90.25;3838.75
8015-IHCGW;Nao;Feminino;Nao;Sim;Sim;72;Sim;Sim;Fibra otica;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Cheque Eletronico;3.85;115.5;8425.15
8016-NCFVO;Nao;Masculino;Sim;Nao;Nao;55;Sim;Sim;Fibra otica;Sim;Sim;Sim;Sim;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.88;116.5;6382.55
8016-ZMGMO;Nao;Feminino;Sim;Sim;Nao;66;Sim;Sim;DSL;Nao;Sim;Sim;Nao;Sim;Nao;Um ano;Sim;Transferencia bancaria;2.36;70.85;4738.85
8017-LXHFA;Sim;Feminino;Sim;Nao;Nao;23;Sim;Nao;Fibra otica;Nao;Sim;Nao;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.16;94.75;2293.6
8017-UVSZU;Nao;Feminino;Nao;Sim;Nao;40;Sim;Sim;DSL;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Nao;Cartao de credito (automatico);1.89;56.6;2379.1
8019-ENHXU;Sim;Masculino;Nao;Sim;Nao;42;Sim;Sim;Fibra otica;Nao;Sim;Sim;Sim;Nao;Sim;Mensal;Sim;Cheque Eletronico;3.32;99.45;4138.05
8020-BWHYL;Sim;Feminino;Sim;Nao;Nao;15;Sim;Nao;Fibra otica;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Sim;Cartao de credito (automatico);2.51;75.3;1147.45
8022-BECSI;Nao;Masculino;Nao;Nao;Nao;22;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Nao;Cheque;0.65;19.6;422.5
8023-QHAIO;Nao;Feminino;Sim;Sim;Nao;56;Sim;Sim;Fibra otica;Nao;Nao;Nao;Sim;Nao;Nao;Mensal;Sim;Transferencia bancaria;2.56;76.85;4275.75
8024-XNAFQ;Nao;Feminino;Sim;Nao;Nao;72;Sim;Sim;Fibra otica;Sim;Sim;Sim;Sim;Nao;Sim;Dois anos;Sim;Transferencia bancaria;3.58;107.4;7748.75
8028-PNXHQ;Nao;Masculino;Nao;Sim;Sim;62;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Sim;Transferencia bancaria;0.81;24.25;1424.6
8029-XYPWT;Nao;Masculino;Sim;Sim;Nao;71;Sim;Sim;Fibra otica;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Transferencia bancaria;3.84;115.05;8016.6
8033-ATFAS;Nao;Feminino;Nao;Sim;Sim;39;Sim;Nao;DSL;Nao;Nao;Sim;Nao;Sim;Nao;Mensal;Sim;Cheque;2.0;59.85;2341.5
8033-VCZGH;Nao;Masculino;Nao;Sim;Nao;50;Sim;Sim;Fibra otica;Sim;Nao;Sim;Nao;Sim;Sim;Um ano;Sim;Cheque Eletronico;3.47;103.95;5231.3
8034-RYTVV;Nao;Feminino;Nao;Nao;Nao;55;Sim;Sim;Fibra otica;Sim;Nao;Sim;Nao;Nao;Nao;Um ano;Sim;Cartao de credito (automatico);2.81;84.25;4589.85
8035-BUYVG;Sim;Masculino;Nao;Sim;Nao;40;Nao;Sem servico de telefone;DSL;Sim;Sim;Sim;Nao;Nao;Nao;Um ano;Sim;Cheque Eletronico;1.41;42.35;1716.45
8035-PWSEV;Nao;Feminino;Nao;Nao;Nao;6;Sim;Nao;Fibra otica;Nao;Nao;Sim;Sim;Nao;Sim;Mensal;Sim;Cheque Eletronico;2.98;89.25;487.05
8039-ACLPL;Nao;Feminino;Nao;Sim;Sim;72;Sim;Nao;DSL;Sim;Sim;Sim;Nao;Nao;Sim;Dois anos;Nao;Cartao de credito (automatico);2.29;68.75;4888.2
8039-EQPIM;Nao;Masculino;Nao;Sim;Nao;69;Nao;Sem servico de telefone;DSL;Sim;Nao;Sim;Sim;Sim;Sim;Dois anos;Nao;Transferencia bancaria;2.01;60.25;4055.5
8040-MNRTF;Nao;Feminino;Nao;Nao;Nao;1;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque;2.37;71.1;71.1
8041-TMEID;Nao;Masculino;Sim;Sim;Nao;63;Sim;Sim;Fibra otica;Sim;Sim;Sim;Nao;Sim;Sim;Dois anos;Nao;Cartao de credito (automatico);3.62;108.5;6991.9
8042-JVNFH;Sim;Masculino;Nao;Nao;Nao;1;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque;2.38;71.35;71.35
8042-RNLKO;Nao;Masculino;Nao;Nao;Nao;66;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Nao;Transferencia bancaria;0.85;25.45;1699.15
8043-PNYSD;Nao;Masculino;Nao;Sim;Sim;63;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cheque;0.65;19.55;1245.6
8044-BGWPI;Nao;Masculino;Nao;Sim;Sim;12;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Sim;Cheque Eletronico;0.7;21.15;306.05
8046-DNVTL;Nao;Masculino;Nao;Sim;Nao;62;Nao;Sem servico de telefone;DSL;Sim;Sim;Nao;Sim;Nao;Nao;Dois anos;Sim;Cartao de credito (automatico);1.29;38.6;2345.55
8048-DSDFQ;Nao;Masculino;Nao;Nao;Nao;1;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cheque;0.67;20.2;20.2
8049-WJCLQ;Nao;Masculino;Nao;Sim;Sim;10;Sim;Nao;DSL;Nao;Nao;Sim;Nao;Sim;Nao;Mensal;Nao;Cheque;2.01;60.2;563.5
8050-DVOJX;Nao;Masculino;Sim;Nao;Nao;49;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Nao;Sim;Dois anos;Nao;Cartao de credito (automatico);2.71;81.35;4060.9
8050-WYBND;Nao;Feminino;Nao;Nao;Sim;22;Nao;Sem servico de telefone;DSL;Nao;Nao;Sim;Nao;Sim;Sim;Um ano;Sim;Cartao de credito (automatico);1.65;49.45;1031.4
8050-XGRVL;Nao;Feminino;Nao;Sim;Sim;62;Sim;Nao;DSL;Sim;Nao;Sim;Nao;Nao;Nao;Um ano;Nao;Cartao de credito (automatico);1.82;54.75;3425.35
8051-HJRLT;Sim;Feminino;Sim;Nao;Nao;1;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.35;70.55;70.55
8053-WWDRO;Sim;Feminino;Nao;Sim;Nao;6;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Transferencia bancaria;0.65;19.5;146.3
8058-DMYRU;Nao;Masculino;Sim;Nao;Nao;54;Sim;Sim;Fibra otica;Nao;Sim;Nao;Nao;Nao;Sim;Mensal;Sim;Cheque Eletronico;3.0;90.05;4931.8
8058-INTPH;Sim;Feminino;Nao;Nao;Nao;1;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Sim;Nao;Mensal;Sim;Cheque Eletronico;2.66;79.65;79.65
8058-JMEQO;Sim;Feminino;Sim;Nao;Nao;9;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Nao;Sim;Mensal;Sim;Cheque Eletronico;2.82;84.45;762.5
8059-UDZFY;Nao;Feminino;Sim;Nao;Sim;33;Sim;Sim;Fibra otica;Nao;Sim;Sim;Nao;Sim;Sim;Mensal;Sim;Transferencia bancaria;3.51;105.35;3465.05
8060-HIWJJ;Nao;Masculino;Nao;Nao;Nao;64;Sim;Sim;DSL;Nao;Sim;Sim;Sim;Sim;Sim;Dois anos;Nao;Cartao de credito (automatico);2.88;86.55;5632.55
8062-YBDOE;Sim;Masculino;Sim;Nao;Nao;1;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.32;69.65;69.65
8063-GBATB;Sim;Feminino;Sim;Nao;Nao;27;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Nao;Sim;Mensal;Sim;Cheque Eletronico;2.84;85.25;2287.25
8063-RJYNF;Sim;Masculino;Nao;Nao;Nao;16;Sim;Nao;Fibra otica;Sim;Nao;Nao;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.14;94.25;1483.25
8064-RAVOH;Nao;Masculino;Nao;Nao;Sim;1;Sim;Nao;DSL;Nao;Nao;Sim;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;1.66;49.85;49.85
8065-BVEPF;Nao;Masculino;Sim;Nao;Nao;65;Sim;Nao;Fibra otica;Nao;Sim;Sim;Nao;Sim;Sim;Mensal;Sim;Transferencia bancaria;3.3;99.1;6496.15
8065-QBYTO;Nao;Feminino;Sim;Nao;Nao;71;Sim;Sim;Fibra otica;Sim;Sim;Nao;Sim;Sim;Nao;Um ano;Sim;Cartao de credito (automatico);3.32;99.65;7181.25
8065-YKXKD;Sim;Feminino;Nao;Nao;Nao;10;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.49;74.75;799.65
8066-POXGX;Sim;Feminino;Nao;Nao;Nao;13;Nao;Sem servico de telefone;DSL;Nao;Nao;Nao;Nao;Nao;Sim;Mensal;Sim;Cheque Eletronico;1.17;35.1;446.1
8067-NIOYM;Nao;Feminino;Nao;Sim;Sim;24;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Sim;Cartao de credito (automatico);0.7;21.1;490.65
8069-RHUXK;Nao;Feminino;Nao;Sim;Sim;67;Nao;Sem servico de telefone;DSL;Sim;Nao;Nao;Sim;Nao;Nao;Dois anos;Nao;Cartao de credito (automatico);1.19;35.7;2545.7
8069-YQQAJ;Nao;Masculino;Nao;Nao;Nao;14;Nao;Sem servico de telefone;DSL;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque;1.04;31.1;419.7
8070-AAWZP;Nao;Masculino;Sim;Sim;Nao;24;Nao;Sem servico de telefone;DSL;Nao;Nao;Sim;Sim;Nao;Nao;Mensal;Nao;Cheque;1.14;34.25;828.2
8071-SBTRN;Nao;Feminino;Nao;Nao;Nao;70;Sim;Sim;Fibra otica;Sim;Sim;Sim;Nao;Sim;Sim;Dois anos;Sim;Cheque;3.7;111.15;7737.55
8073-IJDCM;Sim;Feminino;Nao;Nao;Nao;1;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Sim;Cheque;0.68;20.3;20.3
8075-GXIUB;Nao;Masculino;Sim;Sim;Nao;9;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Nao;Cartao de credito (automatico);0.66;19.85;183.15
8076-FEZKJ;Nao;Masculino;Nao;Nao;Nao;10;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Nao;Cheque;0.65;19.5;225.85
8079-XRJRS;Sim;Masculino;Nao;Sim;Nao;65;Sim;Sim;Fibra otica;Sim;Sim;Sim;Nao;Nao;Nao;Um ano;Nao;Cheque Eletronico;2.99;89.75;5769.6
8080-DDEMJ;Sim;Masculino;Sim;Nao;Nao;1;Sim;Nao;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque Eletronico;1.5;45.1;45.1
8080-POTJR;Nao;Feminino;Nao;Nao;Nao;30;Sim;Sim;DSL;Sim;Nao;Sim;Nao;Sim;Sim;Um ano;Sim;Cartao de credito (automatico);2.64;79.3;2427.1
8082-GHXOP;Nao;Masculino;Nao;Nao;Sim;13;Sim;Nao;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque;1.47;44.0;659.35
8083-YTZES;Sim;Masculino;Nao;Nao;Nao;4;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.48;74.35;265.35
8084-OIVBS;Nao;Feminino;Nao;Nao;Nao;11;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Um ano;Nao;Cheque;0.67;20.0;211.95
8085-MSNLK;Nao;Feminino;Nao;Sim;Nao;62;Sim;Sim;Fibra otica;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Nao;Cheque;3.8;113.95;6891.4
8086-OVPWV;Sim;Masculino;Nao;Nao;Nao;2;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Nao;Sim;Mensal;Sim;Cheque Eletronico;2.67;80.2;181.1
8087-LGYHQ;Nao;Masculino;Nao;Nao;Nao;9;Sim;Nao;Fibra otica;Nao;Nao;Sim;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.14;94.05;811.65
8089-UZWLX;Nao;Feminino;Sim;Nao;Nao;71;Sim;Sim;Fibra otica;Nao;Nao;Sim;Nao;Sim;Sim;Dois anos;Nao;Transferencia bancaria;3.47;104.05;7413.55
8091-TTVAX;Nao;Masculino;Nao;Sim;Nao;58;Sim;Sim;Fibra otica;Nao;Nao;Sim;Nao;Sim;Sim;Um ano;Nao;Cartao de credito (automatico);3.34;100.35;5681.1
8092-NLTGF;Nao;Masculino;Nao;Nao;Nao;72;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Transferencia bancaria;0.82;24.75;1777.6
8095-WANWK;Nao;Feminino;Nao;Nao;Nao;10;Sim;Nao;DSL;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Nao;Cheque;1.51;45.25;428.7
8096-LOIST;Nao;Feminino;Nao;Nao;Nao;19;Sim;Nao;DSL;Nao;Nao;Nao;Nao;Nao;Sim;Mensal;Sim;Cheque Eletronico;1.87;56.2;1093.4
8097-OMULG;Nao;Masculino;Nao;Sim;Sim;59;Sim;Nao;DSL;Nao;Sim;Sim;Sim;Sim;Sim;Um ano;Nao;Cartao de credito (automatico);2.56;76.75;4541.9
8097-VBQTZ;Nao;Masculino;Nao;Nao;Nao;54;Sim;Nao;DSL;Sim;Sim;Nao;Sim;Sim;Nao;Mensal;Sim;Cheque;2.33;69.9;3883.3
8098-LLAZX;Sim;Feminino;Sim;Nao;Nao;4;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.18;95.45;396.1
8098-TDCBU;Nao;Feminino;Nao;Sim;Nao;42;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cheque Eletronico;0.84;25.25;1108.2
8099-MZPUJ;Nao;Masculino;Nao;Sim;Sim;48;Sim;Sim;Fibra otica;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Nao;Cartao de credito (automatico);3.73;111.8;5443.65
8100-HZZLJ;Nao;Feminino;Nao;Nao;Sim;43;Sim;Nao;DSL;Sim;Sim;Nao;Nao;Nao;Sim;Mensal;Sim;Cheque Eletronico;2.13;63.95;2737.05
8100-PNJMH;Nao;Masculino;Nao;Sim;Sim;68;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Cartao de credito (automatico);2.96;88.85;6132.7
8104-OSKWT;Nao;Feminino;Nao;Nao;Nao;12;Sim;Sim;Fibra otica;Sim;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.66;79.8;1001.2
8106-GWQOK;Nao;Masculino;Nao;Sim;Nao;38;Nao;Sem servico de telefone;DSL;Sim;Sim;Nao;Sim;Sim;Sim;Dois anos;Sim;Transferencia bancaria;2.0;60.0;2193.2
8107-KNCIM;Nao;Masculino;Sim;Sim;Nao;14;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;2.5;75.1;1013.35
8107-RZLNV;Nao;Masculino;Nao;Sim;Nao;72;Sim;Sim;Fibra otica;Nao;Sim;Sim;Nao;Sim;Sim;Dois anos;Sim;Transferencia bancaria;3.54;106.3;7565.35
8108-UXRQN;Nao;Feminino;Nao;Sim;Sim;11;Nao;Sem servico de telefone;DSL;Sim;Nao;Nao;Nao;Sim;Sim;Mensal;Nao;Cheque Eletronico;1.68;50.55;565.35
8109-YUOHE;Nao;Masculino;Nao;Nao;Nao;17;Sim;Nao;DSL;Sim;Sim;Nao;Nao;Nao;Nao;Um ano;Nao;Cheque;1.87;56.1;946.95
8111-BKVDS;Nao;Feminino;Nao;Nao;Nao;10;Nao;Sem servico de telefone;DSL;Sim;Sim;Sim;Nao;Nao;Nao;Mensal;Nao;Transferencia bancaria;1.36;40.7;449.3
8111-RKSPX;Sim;Masculino;Nao;Nao;Nao;4;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Transferencia bancaria;2.41;72.2;305.55
8111-SLLHI;Sim;Masculino;Sim;Sim;Nao;39;Sim;Sim;Fibra otica;Nao;Sim;Sim;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.52;105.65;4284.8
8118-LSUEL;Sim;Masculino;Sim;Nao;Nao;23;Sim;Sim;Fibra otica;Nao;Sim;Sim;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.55;106.4;2483.5
8118-TJAFG;Nao;Masculino;Nao;Sim;Sim;9;Sim;Nao;Fibra otica;Nao;Sim;Nao;Sim;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.38;101.5;906.85
8120-JDCAM;Nao;Masculino;Nao;Sim;Sim;4;Sim;Nao;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque;2.32;69.55;284.9
8123-QBNAZ;Nao;Feminino;Nao;Sim;Sim;36;Sim;Sim;Fibra otica;Sim;Nao;Sim;Nao;Sim;Sim;Mensal;Sim;Cartao de credito (automatico);3.48;104.5;3684.95
8124-NZVGJ;Nao;Feminino;Nao;Nao;Nao;6;Nao;Sem servico de telefone;DSL;Nao;Nao;Nao;Sim;Sim;Sim;Um ano;Sim;Cheque;1.64;49.25;255.6
8125-QPFJD;Nao;Feminino;Nao;Sim;Nao;72;Sim;Sim;DSL;Sim;Nao;Sim;Sim;Sim;Sim;Dois anos;Sim;Transferencia bancaria;2.83;84.9;6065.3
8128-YVJRG;Sim;Feminino;Nao;Nao;Nao;7;Sim;Sim;Fibra otica;Sim;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque;2.66;79.65;604.7
8129-GMVGI;Nao;Feminino;Nao;Sim;Sim;56;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cheque;0.67;20.05;1090.1
8132-YPVBX;Nao;Feminino;Nao;Nao;Nao;6;Sim;Nao;Fibra otica;Nao;Sim;Nao;Nao;Nao;Sim;Mensal;Sim;Cheque;2.86;85.95;514.6
8133-ANHHJ;Nao;Feminino;Sim;Nao;Nao;49;Sim;Sim;Fibra otica;Sim;Sim;Sim;Sim;Nao;Sim;Um ano;Nao;Transferencia bancaria;3.43;103.0;5166.2
8138-EALND;Nao;Masculino;Nao;Nao;Nao;15;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cheque;0.66;19.75;311.6
8143-ETQTI;Nao;Feminino;Nao;Sim;Sim;23;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Sim;Cheque;0.65;19.65;451.55
8144-DGHXP;Nao;Feminino;Nao;Nao;Nao;54;Sim;Nao;DSL;Sim;Nao;Sim;Sim;Sim;Sim;Dois anos;Nao;Cheque Eletronico;2.69;80.6;4299.95
8146-QQKZH;Nao;Feminino;Nao;Sim;Nao;71;Sim;Nao;DSL;Sim;Nao;Sim;Sim;Sim;Sim;Dois anos;Nao;Transferencia bancaria;2.73;81.85;5924.4
8148-BPLZQ;Nao;Masculino;Nao;Nao;Nao;34;Sim;Nao;DSL;Nao;Sim;Nao;Nao;Nao;Nao;Mensal;Sim;Cheque Eletronico;1.66;49.8;1734.2
8148-NLEGT;Nao;Feminino;Nao;Sim;Sim;42;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cheque Eletronico;0.76;22.95;1014.25
8148-WOCMK;Nao;Masculino;Nao;Sim;Sim;8;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cartao de credito (automatico);0.65;19.6;125.0
8149-AIQCG;Nao;Masculino;Nao;Nao;Nao;39;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cartao de credito (automatico);2.44;73.15;2730.85
8149-RSOUN;Sim;Feminino;Nao;Nao;Nao;1;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.13;93.85;93.85
8150-QUDFX;Nao;Masculino;Nao;Nao;Nao;2;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Mensal;Nao;Cheque;0.66;19.85;51.6
8152-UOBNY;Nao;Feminino;Sim;Nao;Nao;50;Sim;Sim;Fibra otica;Nao;Sim;Nao;Sim;Sim;Sim;Um ano;Sim;Cheque Eletronico;3.56;106.8;5347.95
8152-VETUR;Nao;Feminino;Nao;Sim;Nao;72;Sim;Sim;Fibra otica;Nao;Sim;Nao;Nao;Sim;Sim;Dois anos;Sim;Cartao de credito (automatico);3.26;97.7;6869.7
8155-IBNHG;Sim;Feminino;Nao;Sim;Nao;24;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Nao;Nao;Mensal;Sim;Cartao de credito (automatico);2.51;75.4;1747.85
8158-WPEZG;Nao;Masculino;Nao;Nao;Nao;11;Nao;Sem servico de telefone;DSL;Nao;Sim;Nao;Sim;Nao;Nao;Mensal;Sim;Cheque Eletronico;1.19;35.65;425.1
8160-HOWOX;Nao;Feminino;Nao;Nao;Nao;7;Sim;Nao;DSL;Nao;Nao;Nao;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;2.23;66.85;458.1
8161-QYMTT;Nao;Masculino;Nao;Nao;Nao;7;Sim;Sim;Fibra otica;Nao;Nao;Nao;Nao;Sim;Sim;Mensal;Sim;Cheque Eletronico;3.14;94.1;701.3
8164-OCKUJ;Nao;Feminino;Nao;Sim;Sim;59;Sim;Nao;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Cheque;0.69;20.6;1286.0
8165-CBKXO;Nao;Masculino;Nao;Sim;Sim;66;Nao;Sem servico de telefone;DSL;Nao;Sim;Sim;Nao;Sim;Sim;Dois anos;Sim;Cartao de credito (automatico);1.89;56.75;3708.4
8165-ZJRNM;Nao;Feminino;Nao;Sim;Sim;72;Sim;Sim;Nao;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Sem servico de internet;Dois anos;Nao;Transferencia bancaria;0.79;23.75;1679.25
